time_sec,Instrument_0_Bass,Instrument_1_Grand Piano,Instrument_2_909 Drum Kit,Instrument_3_Smooth Synth (Classic),Instrument_4_Electric Drum Kit,Instrument_5_Violin,Instrument_6_8-Bit Sawtooth,Instrument_7_Strings,Instrument_8_Violin (Classic),Instrument_9_Trombone (Classic)
85.61793899999999,,80 92,38 38 38,26 26,,,26 38,38 50 62 74,80 92,68
85.78647824999999,,80 92,,26 26,,,26 38,38 50 62 74,80 92,68
85.9550175,,79 79 91 91,,26 26,,,26 38,38 50 62 74,79 79 91 91,67 67
86.12355674999999,,79 79 91 91,,26 26,,,26 38,38 50 62 74,79 79 91 91,67 67
86.29209599999999,,,35 35 36,36 36,,,36 48,48 60 72 84,,
86.46063525,,,,36 36,,,36 48,48 60 72 84,,
86.62917449999999,,,,36 36,,,36 48,48 60 72 84,,
86.79771374999999,,,,36 36,,,36 48,48 60 72 84,,
86.966253,,75 87,38 38 38,36 36,,,36 48,48 60 72 84,75 87,63
87.13479224999999,,75 87,,36 36,,,36 48,48 60 72 84,75 87,63
87.30333149999998,,75 87,,36 36,,,36 48,48 60 72 84,75 87,63
87.47187075,,75 87,35 35 36,36 36,,,36 48,48 60 72 84,75 87,63
87.64040999999999,,75 87,,36 36,,,36 48,48 60 72 84,75 87,63
87.80894924999998,,75 87,35 35 36,36 36,,,36 48,48 60 72 84,75 87,63
87.97748849999999,,75 87,35 35 36,36 36,,,36 48,48 60 72 84,75 87,63
88.14602774999999,,75 87,,36 36,,,36 48,48 60 72 84,75 87,63
88.314567,,80 92,38 38 38,36 36,,,36 48,48 60 72 84,80 92,68
88.48310624999999,,80 92,,36 36,,,36 48,48 60 72 84,80 92,68
88.65164549999999,,79 91,,36 36,,,36 48,48 60 72 84,79 91,67
88.82018475,,79 91,,36 36,,,36 48,48 60 72 84,79 91,67
88.98872399999999,,79 91,35 35 36,32 32,,,32 44,44 56 68 80,79 91,67
89.15726324999999,,79 91,,32 32,,,32 44,44 56 68 80,79 91,67
89.3258025,,79 91,,32 32,,,32 44,44 56 68 80,79 91,67
89.49434174999999,,79 91,,32 32,,,32 44,44 56 68 80,79 91,67
89.66288099999998,,,38 38 38,32 32,,,32 44,44 56 68 80,,
89.83142025,,,,32 32,,,32 44,44 56 68 80,,
89.99995949999999,,,,32 32,,,32 44,44 56 68 80,,
90.16849874999998,,,35 35 36,32 32,,,32 44,44 56 68 80,,
90.33703799999999,,75 87,,32 32,,,32 44,44 56 68 80,75 87,63
90.50557724999999,,75 87,35 35 36,32 32,,,32 44,44 56 68 80,75 87,63
90.6741165,,75 87,35 35 36,32 32,,,32 44,44 56 68 80,75 87,63
90.84265574999999,,75 87,,32 32,,,32 44,44 56 68 80,75 87,63
91.01119499999999,,74 86,38 38 38,32 32,,,32 44,44 56 68 80,74 86,62
91.17973425,,74 86,,32 32,,,32 44,44 56 68 80,74 86,62
91.34827349999999,,75 87,,32 32,,,32 44,44 56 68 80,75 87,63
91.51681274999999,,75 87,,32 32,,,32 44,44 56 68 80,75 87,63
91.685352,,75 87,35 35 36,27 27,,,27 39,39 51 63 75,75 87,63
91.85389124999999,,75 87,,27 27,,,27 39,39 51 63 75,75 87,63
92.02243049999998,,,,27 27,,,27 39,39 51 63 75,,
92.19096975,,,,27 27,,,27 39,39 51 63 75,,
92.35950899999999,,,38 38 38,27 27,,,27 39,39 51 63 75,,
92.52804824999998,,,,27 27,,,27 39,39 51 63 75,,
92.69658749999999,,,,27 27,,,27 39,39 51 63 75,,
92.86512674999999,,,35 35 36,27 27,,,27 39,39 51 63 75,,
93.03366599999998,,75 87,,27 27,,,27 39,39 51 63 75,75 87,63
93.20220524999999,,75 87,35 35 36,27 27,,,27 39,39 51 63 75,75 87,63
93.37074449999999,,75 87,35 35 36,27 27,,,27 39,39 51 63 75,75 87,63
93.53928375,,75 87,,27 27,,,27 39,39 51 63 75,75 87,63
93.70782299999999,,74 86,38 38 38,27 27,,,27 39,39 51 63 75,74 86,62
93.87636224999999,,74 86,,27 27,,,27 39,39 51 63 75,74 86,62
94.0449015,,77 89,,27 27,,,27 39,39 51 63 75,77 89,65
94.21344074999999,,77 89,,27 27,,,27 39,39 51 63 75,77 89,65
94.38197999999998,,77 89,35 35 36,26 26,,,26 38,38 50 62 74,77 89,65
94.55051925,,,,26 26,,,26 38,38 50 62 74,,
94.71905849999999,,79 91,,26 26,,,26 38,38 50 62 74,79 91,67
94.88759774999998,,79 91,,26 26,,,26 38,38 50 62 74,79 91,67
95.05613699999999,,79 91,38 38 38,26 26,,,26 38,38 50 62 74,79 91,67
95.22467624999999,,79 91,,26 26,,,26 38,38 50 62 74,79 91,67
95.39321549999998,,,,26 26,,,26 38,38 50 62 74,,
95.56175474999999,,,35 35 36,26 26,,,26 38,38 50 62 74,,
95.73029399999999,,,,26 26,,,26 38,38 50 62 74,,
95.89883325,,,35 35 36,26 26,,,26 38,38 50 62 74,,
96.06737249999999,,,35 35 36,26 26,,,26 38,38 50 62 74,,
96.23591174999999,,,,26 26,,,26 38,38 50 62 74,,
96.404451,,,38 38 38,26 26,,,26 38,38 50 62 74,,
96.57299024999999,,,,26 26,,,26 38,38 50 62 74,,
96.74152949999998,,,,26 26,,,26 38,38 50 62 74,,
96.91006875,,,,26 26,,,26 38,38 50 62 74,,
97.07860799999999,,,,,,,,,,
